Standard Report - Exports,,
Current date: 11/13/2021 6:15 PM (Eastern Standard Time),,
District: All Districts,,
Commodity: All Commodities,,
Domestic/Foreign: Total Exports,,
,Measures,Value ($US)
Country,Time,
,Mar-15,"4,479,648,140"
,Apr-15,"4,380,867,348"
,May-15,"5,290,148,766"
,Jun-15,"5,303,485,523"
,Jul-15,"4,556,715,892"
,Aug-15,"4,428,177,913"
,Sep-15,"4,698,219,985"
,Oct-15,"5,337,938,712"
,Nov-15,"4,532,096,857"
,Dec-15,"4,316,547,223"
,Jan-16,"3,876,626,557"
,Feb-16,"4,198,567,882"
,Mar-16,"5,260,383,281"
,Apr-16,"5,037,216,824"
,May-16,"4,246,616,609"
,Jun-16,"5,018,188,474"
,Jul-16,"4,547,451,269"
,Aug-16,"4,647,310,721"
,Sep-16,"5,201,659,422"
,Oct-16,"4,585,220,798"
,Nov-16,"4,298,355,305"
,Dec-16,"4,279,893,883"
,Jan-17,"3,734,497,534"
,Feb-17,"4,388,417,515"
,Mar-17,"4,949,314,479"
,Apr-17,"4,628,772,137"
,May-17,"5,040,529,164"
,Jun-17,"4,650,334,538"
,Jul-17,"4,040,116,513"
,Aug-17,"4,551,564,072"
,Sep-17,"5,509,957,415"
,Oct-17,"5,048,063,083"
,Nov-17,"4,839,932,247"
,Dec-17,"4,880,929,232"
,Jan-18,"4,831,872,570"
,Feb-18,"5,701,711,630"
,Mar-18,"6,840,558,175"
,Apr-18,"5,701,853,037"
,May-18,"5,751,955,951"
,Jun-18,"5,351,948,281"
,Jul-18,"4,950,421,326"
,Aug-18,"4,938,314,192"
,Sep-18,"5,499,601,730"
,Oct-18,"5,548,501,853"
,Nov-18,"5,924,425,138"
,Dec-18,"5,462,691,908"
,Jan-19,"5,890,823,204"
,Feb-19,"6,033,552,137"
,Mar-19,"6,115,199,188"
,Apr-19,"5,347,804,074"
,May-19,"5,324,063,411"
,Jun-19,"5,387,885,639"
,Jul-19,"5,300,645,123"
,Aug-19,"5,865,071,992"
,Sep-19,"5,864,427,711"
,Oct-19,"6,060,079,306"
,Nov-19,"6,316,550,983"
,Dec-19,"5,560,465,268"
,Jan-20,"5,830,893,722"
,Feb-20,"6,383,834,545"
,Mar-20,"5,397,222,326"
,Apr-20,"3,515,294,600"
,May-20,"3,673,322,881"
,Jun-20,"4,572,334,262"
,Jul-20,"4,020,345,058"
,Aug-20,"4,682,972,904"
,Sep-20,"4,999,970,346"
,Oct-20,"5,411,408,422"
,Nov-20,"5,393,744,872"
,Dec-20,"4,548,435,181"
,Jan-21,"4,670,679,914"
,Feb-21,"4,539,609,966"
,Mar-21,"5,324,804,556"
,Apr-21,"5,092,646,066"
,May-21,"5,538,557,237"
,Jun-21,"5,232,907,824"
,Jul-21,"4,813,131,025"
,Aug-21,"5,363,360,571"
,Sep-21,"4,790,707,829"
Uruguay,Jan-10,"68,681,192"
,Feb-10,"62,655,709"
,Mar-10,"87,550,898"
,Apr-10,"68,583,297"
,May-10,"70,246,415"
,Jun-10,"92,360,609"
,Jul-10,"81,318,282"
,Aug-10,"93,666,072"
,Sep-10,"75,407,146"
,Oct-10,"99,017,035"
,Nov-10,"92,963,024"
,Dec-10,"82,827,768"
,Jan-11,"77,346,365"
,Feb-11,"81,056,939"
,Mar-11,"106,327,007"
,Apr-11,"82,974,844"
,May-11,"94,733,094"
,Jun-11,"95,238,430"
,Jul-11,"111,477,586"
,Aug-11,"113,967,880"
,Sep-11,"138,224,451"
,Oct-11,"139,368,867"
,Nov-11,"108,329,383"
,Dec-11,"109,274,567"
,Jan-12,"89,571,639"
,Feb-12,"95,679,580"
,Mar-12,"120,528,666"
,Apr-12,"123,519,528"
,May-12,"99,995,581"
,Jun-12,"151,951,960"
,Jul-12,"112,130,924"
,Aug-12,"113,833,184"
,Sep-12,"123,650,097"
,Oct-12,"96,430,459"
,Nov-12,"105,604,949"
,Dec-12,"126,580,303"
,Jan-13,"252,273,840"
,Feb-13,"132,588,469"
,Mar-13,"126,893,471"
,Apr-13,"103,955,203"
,May-13,"118,781,756"
,Jun-13,"163,662,891"
,Jul-13,"204,455,681"
,Aug-13,"121,674,913"
,Sep-13,"150,252,569"
,Oct-13,"144,211,341"
,Nov-13,"127,273,082"
,Dec-13,"108,584,031"
,Jan-14,"212,782,113"
,Feb-14,"93,983,713"
,Mar-14,"153,433,477"
,Apr-14,"105,321,691"
,May-14,"121,642,317"
,Jun-14,"119,271,823"
,Jul-14,"104,981,542"
,Aug-14,"118,613,364"
,Sep-14,"114,728,557"
,Oct-14,"242,395,530"
,Nov-14,"109,054,504"
,Dec-14,"110,346,410"
,Jan-15,"140,775,294"
,Feb-15,"119,256,804"
,Mar-15,"126,372,440"
,Apr-15,"82,452,593"
,May-15,"108,969,046"
,Jun-15,"106,686,269"
,Jul-15,"104,078,209"
,Aug-15,"94,209,921"
,Sep-15,"109,827,774"
,Oct-15,"114,914,210"
,Nov-15,"92,617,931"
,Dec-15,"94,975,265"
,Jan-16,"89,443,461"
,Feb-16,"81,390,426"
,Mar-16,"80,547,218"
,Apr-16,"91,139,230"
,May-16,"81,127,275"
,Jun-16,"88,740,894"
,Jul-16,"109,849,907"
,Aug-16,"84,326,412"
,Sep-16,"109,577,960"
,Oct-16,"94,234,108"
,Nov-16,"84,987,001"
,Dec-16,"119,021,136"
,Jan-17,"108,431,200"
,Feb-17,"114,710,783"
,Mar-17,"151,082,951"
,Apr-17,"193,873,460"
,May-17,"212,509,127"
,Jun-17,"100,733,166"
,Jul-17,"141,342,310"
,Aug-17,"115,993,208"
,Sep-17,"115,866,204"
,Oct-17,"128,590,372"
,Nov-17,"105,936,671"
,Dec-17,"98,609,994"
,Jan-18,"98,358,706"
,Feb-18,"79,430,992"
,Mar-18,"114,808,403"
,Apr-18,"126,182,515"
,May-18,"105,237,594"
,Jun-18,"110,278,488"
,Jul-18,"101,521,727"
,Aug-18,"162,619,276"
,Sep-18,"102,427,162"
,Oct-18,"114,699,934"
,Nov-18,"98,116,812"
,Dec-18,"170,583,741"
,Jan-19,"93,401,073"
,Feb-19,"91,456,256"
,Mar-19,"175,262,707"
,Apr-19,"100,569,013"
,May-19,"166,967,262"
,Jun-19,"124,569,895"
,Jul-19,"158,000,530"
,Aug-19,"135,999,650"
,Sep-19,"118,597,157"
,Oct-19,"147,845,646"
,Nov-19,"107,326,624"
,Dec-19,"196,179,227"
,Jan-20,"132,055,074"
,Feb-20,"113,593,193"
,Mar-20,"149,547,980"
,Apr-20,"87,770,954"
,May-20,"102,392,933"
,Jun-20,"75,287,698"
,Jul-20,"72,731,958"
,Aug-20,"123,223,322"
,Sep-20,"112,243,495"
,Oct-20,"94,319,349"
,Nov-20,"79,203,177"
,Dec-20,"74,687,962"
,Jan-21,"92,894,718"
,Feb-21,"90,450,487"
,Mar-21,"103,178,726"
,Apr-21,"125,505,687"
,May-21,"138,605,360"
,Jun-21,"134,877,866"
,Jul-21,"145,409,138"
,Aug-21,"165,101,360"
,Sep-21,"216,980,337"
Uzbekistan,Jan-10,"5,854,912"
,Feb-10,"5,604,768"
,Mar-10,"6,073,079"
,Apr-10,"2,810,061"
,May-10,"8,938,275"
,Jun-10,"10,433,255"
,Jul-10,"4,705,598"
,Aug-10,"10,963,708"
,Sep-10,"6,860,766"
,Oct-10,"18,459,532"
,Nov-10,"5,679,555"
,Dec-10,"14,764,728"
,Jan-11,"6,572,304"
,Feb-11,"12,219,173"
,Mar-11,"15,091,311"
,Apr-11,"9,854,336"
,May-11,"11,590,604"
,Jun-11,"7,847,627"
,Jul-11,"6,477,985"
,Aug-11,"5,845,935"
,Sep-11,"9,219,120"
,Oct-11,"9,872,579"
,Nov-11,"4,348,960"
,Dec-11,"3,620,998"
,Jan-12,"2,845,307"
,Feb-12,"159,745,600"
,Mar-12,"12,730,256"
,Apr-12,"28,282,857"
,May-12,"9,293,390"
,Jun-12,"10,726,097"
,Jul-12,"28,230,180"
,Aug-12,"13,040,132"
,Sep-12,"2,802,706"
,Oct-12,"2,957,109"
,Nov-12,"10,623,525"
,Dec-12,"3,333,893"
,Jan-13,"4,617,475"
,Feb-13,"6,369,730"
,Mar-13,"3,590,266"
,Apr-13,"2,736,000"
,May-13,"122,727,602"
,Jun-13,"6,478,712"
,Jul-13,"113,885,662"
,Aug-13,"4,136,468"
,Sep-13,"6,945,512"
,Oct-13,"3,787,826"
,Nov-13,"68,177,074"
,Dec-13,"12,982,698"
,Jan-14,"3,310,156"
,Feb-14,"12,343,322"
,Mar-14,"19,197,360"
,Apr-14,"7,420,752"
,May-14,"40,358,774"
,Jun-14,"10,047,197"
,Jul-14,"27,130,067"
,Aug-14,"7,706,781"
,Sep-14,"40,269,892"
,Oct-14,"3,902,741"
,Nov-14,"8,582,066"
,Dec-14,"32,676,295"
,Jan-15,"16,508,155"
,Feb-15,"39,531,180"
,Mar-15,"10,294,426"
,Apr-15,"5,501,238"
,May-15,"14,402,542"
,Jun-15,"5,840,893"
,Jul-15,"3,591,175"
,Aug-15,"10,890,422"
,Sep-15,"13,678,116"
,Oct-15,"10,226,295"
,Nov-15,"2,720,409"
,Dec-15,"4,778,077"
,Jan-16,"2,901,096"
,Feb-16,"5,660,704"
,Mar-16,"8,519,315"
,Apr-16,"3,655,938"
,May-16,"3,489,269"
,Jun-16,"5,636,630"
,Jul-16,"4,580,078"
,Aug-16,"126,965,655"
,Sep-16,"9,999,558"
,Oct-16,"8,854,444"
,Nov-16,"133,532,167"
,Dec-16,"4,085,212"
,Jan-17,"7,391,218"
,Feb-17,"17,843,967"
,Mar-17,"5,828,172"
,Apr-17,"8,708,470"
,May-17,"4,114,228"
,Jun-17,"5,703,988"
,Jul-17,"24,804,022"
,Aug-17,"13,869,220"
,Sep-17,"5,310,190"
,Oct-17,"8,096,505"
,Nov-17,"6,270,522"
,Dec-17,"28,154,197"
,Jan-18,"7,654,243"
,Feb-18,"5,338,494"
,Mar-18,"9,580,365"
,Apr-18,"10,603,524"
,May-18,"153,314,197"
,Jun-18,"10,018,489"
,Jul-18,"11,609,635"
,Aug-18,"15,803,275"
,Sep-18,"7,983,192"
,Oct-18,"35,444,423"
,Nov-18,"21,772,166"
,Dec-18,"7,418,207"
,Jan-19,"4,119,175"
,Feb-19,"11,381,090"
,Mar-19,"24,330,933"
,Apr-19,"170,383,539"
,May-19,"23,804,256"
,Jun-19,"45,727,889"
,Jul-19,"162,708,392"
,Aug-19,"12,722,377"
,Sep-19,"8,980,453"
,Oct-19,"8,614,511"
,Nov-19,"9,638,228"
,Dec-19,"23,128,589"
,Jan-20,"5,205,800"
,Feb-20,"14,085,381"
,Mar-20,"9,496,448"
,Apr-20,"8,141,828"
,May-20,"33,205,098"
,Jun-20,"16,369,910"
,Jul-20,"14,048,696"
,Aug-20,"15,995,183"
,Sep-20,"17,975,528"
,Oct-20,"9,522,699"
,Nov-20,"20,568,520"
,Dec-20,"16,459,235"
,Jan-21,"23,731,659"
,Feb-21,"4,130,456"
,Mar-21,"11,149,460"
,Apr-21,"13,992,711"
,May-21,"186,770,363"
,Jun-21,"29,577,670"
,Jul-21,"13,844,087"
,Aug-21,"56,869,402"
,Sep-21,"15,450,343"
Vanuatu,Jan-10,"136,353"
,Feb-10,"408,061"
,Mar-10,"786,682"
,Apr-10,"377,749"
,May-10,"325,968"
,Jun-10,"14,934,508"
,Jul-10,"348,944"
,Aug-10,"239,853"
,Sep-10,"594,372"
,Oct-10,"505,951"
,Nov-10,"164,908"
,Dec-10,"116,883"
,Jan-11,"105,178"
,Feb-11,"126,924"
,Mar-11,"221,924"
,Apr-11,"643,441"
,May-11,"605,192"
,Jun-11,"667,452"
,Jul-11,"678,568"
,Aug-11,"503,355"
,Sep-11,"146,302"
,Oct-11,"468,081"
,Nov-11,"248,731"
,Dec-11,"737,127"
,Jan-12,"1,194,880"
,Feb-12,"499,799"
,Mar-12,"18,497,877"
,Apr-12,"39,341,104"
,May-12,"3,239,551"
,Jun-12,"13,526,372"
,Jul-12,"4,051,813"
,Aug-12,"317,642"
,Sep-12,"15,994,307"
,Oct-12,"1,358,487"
,Nov-12,"968,098"
,Dec-12,"525,809"
,Jan-13,"469,625"
,Feb-13,"281,437"
,Mar-13,"1,002,131"
,Apr-13,"1,092,358"
,May-13,"13,182,828"
,Jun-13,"2,623,214"
,Jul-13,"911,857"
,Aug-13,"321,592"
,Sep-13,"3,249,434"
,Oct-13,"10,405,866"
,Nov-13,"507,167"
,Dec-13,"391,986"
,Jan-14,"16,117,080"
,Feb-14,"590,724"
,Mar-14,"473,339"
,Apr-14,"578,522"
,May-14,"231,843"
,Jun-14,"684,436"
,Jul-14,"264,785"
,Aug-14,"705,901"
,Sep-14,"616,938"
,Oct-14,"186,016"
,Nov-14,"574,297"
,Dec-14,"172,848"
,Jan-15,"290,573"
,Feb-15,"88,867"
,Mar-15,"2,166,710"
,Apr-15,"413,414"
,May-15,"571,832"
,Jun-15,"319,324"
,Jul-15,"333,711"
,Aug-15,"379,406"
,Sep-15,"282,613"
,Oct-15,"210,205"
,Nov-15,"675,000"
,Dec-15,"136,221"
,Jan-16,"2,282,096"
,Feb-16,"209,215"
,Mar-16,"1,169,769"
,Apr-16,"1,379,536"
,May-16,"326,450"
,Jun-16,"250,028"
,Jul-16,"545,409"
,Aug-16,"212,201"
,Sep-16,"367,646"
,Oct-16,"279,733"
,Nov-16,"318,773"
,Dec-16,"472,669"
,Jan-17,"650,498"
,Feb-17,"1,215,787"
,Mar-17,"166,712"
,Apr-17,"96,564"
,May-17,"465,613"
,Jun-17,"529,379"
,Jul-17,"571,948"
,Aug-17,"751,423"
,Sep-17,"1,319,695"
,Oct-17,"1,123,988"
,Nov-17,"333,489"
,Dec-17,"537,329"
,Jan-18,"465,190"
,Feb-18,"181,625"
,Mar-18,"424,381"
,Apr-18,"936,857"
,May-18,"3,135,976"
,Jun-18,"1,575,118"
,Jul-18,"1,165,455"
,Aug-18,"280,024"
,Sep-18,"1,117,473"
,Oct-18,"594,050"
,Nov-18,"342,495"
,Dec-18,"89,865"
,Jan-19,"245,034"
,Feb-19,"558,647"
,Mar-19,"423,228"
,Apr-19,"147,698"
,May-19,"231,547"
,Jun-19,"323,203"
,Jul-19,"594,978"
,Aug-19,"581,343"
,Sep-19,"186,711"
,Oct-19,"549,186"
,Nov-19,"502,520"
,Dec-19,"305,435"
,Jan-20,"162,748"
,Feb-20,"229,361"
,Mar-20,"328,635"
,Apr-20,"128,569"
,May-20,"117,572"
,Jun-20,"155,872"
,Jul-20,"77,874"
,Aug-20,"4,827,177"
,Sep-20,"324,683"
,Oct-20,"230,122"
,Nov-20,"173,488"
,Dec-20,"258,092"
,Jan-21,"146,614"
,Feb-21,"187,508"
,Mar-21,"243,913"
,Apr-21,"235,753"
,May-21,"595,574"
,Jun-21,"748,782"
,Jul-21,"399,183"
,Aug-21,"435,740"
,Sep-21,"193,644"
Vatican City,Jan-10,"74,136"
,Feb-10,
,Mar-10,"160,944"
,Apr-10,"25,152"
,May-10,"166,765"
,Jun-10,"600,703"
,Jul-10,"77,937"
,Aug-10,"315,977"
,Sep-10,"63,605"
,Oct-10,"254,164"
,Nov-10,"417,386"
,Dec-10,"1,036,696"
,Jan-11,"93,976"
,Feb-11,"241,585"
,Mar-11,"66,073"
,Apr-11,"183,001"
,May-11,"50,820"
,Jun-11,"167,867"
,Jul-11,"619,556"
,Aug-11,"37,263"
,Sep-11,"126,820"
,Oct-11,"372,556"
,Nov-11,"49,817"
,Dec-11,"281,947"
,Jan-12,"448,613"
,Feb-12,"507,066"
,Mar-12,"441,268"
,Apr-12,"347,170"
,May-12,"373,017"
,Jun-12,"792,089"
,Jul-12,"136,815"
,Aug-12,"595,916"
,Sep-12,"741,334"
,Oct-12,"272,503"
,Nov-12,"43,127"
,Dec-12,"104,343"
,Jan-13,"15,717"
,Feb-13,"13,467"
,Mar-13,"769,446"
,Apr-13,"49,771"
,May-13,"102,865"
,Jun-13,
,Jul-13,"81,578"
,Aug-13,"909,463"
,Sep-13,"353,415"
,Oct-13,"52,354"
,Nov-13,"109,470"
,Dec-13,"9,753"
,Jan-14,"109,933"
,Feb-14,"172,501"
,Mar-14,"79,833"
,Apr-14,"567,327"
,May-14,"3,335"
,Jun-14,"136,460"
,Jul-14,"297,377"
,Aug-14,"800,838"
,Sep-14,"66,119"
,Oct-14,"6,633"
,Nov-14,"20,922"
,Dec-14,"312,087"
,Jan-15,"292,687"
,Feb-15,"413,201"
,Mar-15,"304,274"
,Apr-15,"259,607"
,May-15,"25,665"
,Jun-15,"251,819"
,Jul-15,
,Aug-15,
,Sep-15,"605,860"
,Oct-15,"30,366"
,Nov-15,"36,434"
,Dec-15,"6,634"
,Jan-16,"34,812"
,Feb-16,"3,281"
,Mar-16,"236,598"
,Apr-16,
,May-16,
,Jun-16,
,Jul-16,"9,028"
,Aug-16,"141,062"
,Sep-16,"32,062"
,Oct-16,"276,889"
,Nov-16,"84,379"
,Dec-16,"7,233"
,Jan-17,"97,851"
,Feb-17,"366,368"
,Mar-17,
,Apr-17,"447,037"
,May-17,
,Jun-17,"35,000"
,Jul-17,
,Aug-17,"190,835"
,Sep-17,"6,529"
,Oct-17,
,Nov-17,
,Dec-17,"3,233"
,Jan-18,
,Feb-18,
,Mar-18,"95,491"
,Apr-18,"7,230"
,May-18,"13,089"
,Jun-18,
,Jul-18,
,Aug-18,
,Sep-18,"56,210"
,Oct-18,
,Nov-18,
,Dec-18,"11,810"
,Jan-19,
,Feb-19,"195,603"
,Mar-19,
,Apr-19,
,May-19,
,Jun-19,
,Jul-19,
,Aug-19,
,Sep-19,"10,266"
,Oct-19,
,Nov-19,"273,640"
,Dec-19,"239,403"
,Jan-20,"77,233"
,Feb-20,"89,449"
,Mar-20,"119,702"
,Apr-20,
,May-20,
,Jun-20,
,Jul-20,
,Aug-20,"28,556"
,Sep-20,
,Oct-20,
,Nov-20,
,Dec-20,
,Jan-21,
,Feb-21,
,Mar-21,"122,033"
,Apr-21,
,May-21,"49,766"
,Jun-21,
,Jul-21,
,Aug-21,
,Sep-21,
Venezuela,Jan-10,"624,763,222"
,Feb-10,"647,632,612"
,Mar-10,"912,962,318"
,Apr-10,"887,399,920"
,May-10,"1,007,484,465"
,Jun-10,"857,184,622"
,Jul-10,"832,669,026"
,Aug-10,"884,956,365"
,Sep-10,"943,563,036"
,Oct-10,"1,202,002,457"
,Nov-10,"1,106,452,197"
,Dec-10,"737,725,670"
,Jan-11,"814,693,772"
,Feb-11,"792,754,181"
,Mar-11,"851,705,474"
,Apr-11,"1,087,449,539"
,May-11,"983,929,828"
,Jun-11,"1,109,076,005"
,Jul-11,"1,042,838,409"
,Aug-11,"1,089,159,702"
,Sep-11,"1,179,608,042"
,Oct-11,"1,243,773,251"
,Nov-11,"1,081,417,490"
,Dec-11,"1,107,020,553"
,Jan-12,"1,162,670,822"
,Feb-12,"1,209,692,682"
,Mar-12,"1,312,465,140"
,Apr-12,"1,392,133,310"
,May-12,"1,336,825,387"
,Jun-12,"1,534,315,482"
,Jul-12,"1,374,290,439"
,Aug-12,"1,459,179,525"
,Sep-12,"1,974,298,568"
,Oct-12,"1,462,538,656"
,Nov-12,"1,539,023,323"
,Dec-12,"1,759,534,929"
,Jan-13,"1,266,366,726"
,Feb-13,"1,133,635,397"
,Mar-13,"991,617,195"
,Apr-13,"1,256,275,144"
,May-13,"1,211,550,280"
,Jun-13,"1,151,379,793"
,Jul-13,"963,094,557"
,Aug-13,"1,068,286,475"
,Sep-13,"1,044,094,966"
,Oct-13,"1,049,022,188"
,Nov-13,"1,071,125,428"
,Dec-13,"994,081,765"
,Jan-14,"614,114,263"
,Feb-14,"593,135,645"
,Mar-14,"710,255,594"
,Apr-14,"793,032,393"
,May-14,"909,905,127"
,Jun-14,"969,770,271"
,Jul-14,"942,121,472"
,Aug-14,"1,153,389,285"
,Sep-14,"1,054,758,439"
,Oct-14,"1,245,009,660"
,Nov-14,"1,068,634,675"
,Dec-14,"1,124,214,828"
,Jan-15,"714,638,039"
,Feb-15,"619,356,223"
,Mar-15,"772,590,477"
,Apr-15,"661,733,700"
,May-15,"879,704,021"
,Jun-15,"867,135,226"
,Jul-15,"806,231,386"
,Aug-15,"793,658,134"
,Sep-15,"582,952,416"
,Oct-15,"690,224,426"
,Nov-15,"593,028,279"
,Dec-15,"362,348,078"
,Jan-16,"366,638,355"
,Feb-16,"458,357,475"
,Mar-16,"451,811,015"
,Apr-16,"439,430,415"
,May-16,"504,717,236"
,Jun-16,"345,995,596"
,Jul-16,"545,997,133"
,Aug-16,"458,373,760"
,Sep-16,"394,591,170"
,Oct-16,"370,388,103"
,Nov-16,"462,164,254"
,Dec-16,"415,837,427"
,Jan-17,"329,466,193"
,Feb-17,"418,477,934"
,Mar-17,"323,218,565"
,Apr-17,"364,388,427"
,May-17,"340,249,370"
,Jun-17,"384,730,887"
,Jul-17,"418,904,033"
,Aug-17,"339,243,815"
,Sep-17,"207,259,569"
,Oct-17,"331,779,514"
,Nov-17,"313,386,567"
,Dec-17,"356,132,237"
,Jan-18,"366,461,951"
,Feb-18,"487,088,179"
,Mar-18,"528,573,380"
,Apr-18,"347,975,170"
,May-18,"497,715,437"
,Jun-18,"628,368,307"
,Jul-18,"485,368,384"
,Aug-18,"489,130,023"
,Sep-18,"422,311,530"
,Oct-18,"495,291,715"
,Nov-18,"733,184,277"
,Dec-18,"592,445,083"
,Jan-19,"372,489,537"
,Feb-19,"108,541,483"
,Mar-19,"75,627,990"
,Apr-19,"76,433,324"
,May-19,"77,613,787"
,Jun-19,"93,084,172"
,Jul-19,"70,435,088"
,Aug-19,"72,644,076"
,Sep-19,"74,550,727"
,Oct-19,"103,331,569"
,Nov-19,"103,590,619"
,Dec-19,"73,789,771"
,Jan-20,"58,220,668"
,Feb-20,"104,163,697"
,Mar-20,"98,428,446"
,Apr-20,"65,586,180"
,May-20,"70,354,875"
,Jun-20,"90,428,773"
,Jul-20,"95,205,055"
,Aug-20,"99,980,020"
,Sep-20,"73,410,524"
,Oct-20,"130,947,854"
,Nov-20,"110,494,023"
,Dec-20,"133,094,242"
,Jan-21,"127,328,632"
,Feb-21,"100,175,251"
,Mar-21,"152,840,120"
,Apr-21,"140,570,307"
,May-21,"144,291,146"
,Jun-21,"109,277,124"
,Jul-21,"177,748,198"
,Aug-21,"118,428,870"
,Sep-21,"144,263,562"
Vietnam,Jan-10,"259,123,127"
,Feb-10,"278,293,258"
,Mar-10,"294,521,511"
,Apr-10,"323,620,839"
,May-10,"304,306,827"
,Jun-10,"268,430,923"
,Jul-10,"289,959,664"
,Aug-10,"284,913,632"
,Sep-10,"316,106,628"
,Oct-10,"349,828,828"
,Nov-10,"321,416,420"
,Dec-10,"415,027,095"
,Jan-11,"333,948,437"
,Feb-11,"355,139,958"
,Mar-11,"357,155,594"
,Apr-11,"383,428,921"
,May-11,"351,964,018"
,Jun-11,"365,188,704"
,Jul-11,"312,481,659"
,Aug-11,"318,761,407"
,Sep-11,"395,871,562"
,Oct-11,"381,265,733"
,Nov-11,"391,412,283"
,Dec-11,"368,602,144"
,Jan-12,"335,066,035"
,Feb-12,"331,848,412"
,Mar-12,"359,143,591"
,Apr-12,"367,147,487"
,May-12,"372,877,522"
,Jun-12,"411,040,821"
,Jul-12,"408,777,541"
,Aug-12,"398,203,479"
,Sep-12,"342,867,469"
,Oct-12,"372,592,787"
,Nov-12,"481,436,462"
,Dec-12,"441,880,973"
,Jan-13,"431,840,836"
,Feb-13,"438,875,349"
,Mar-13,"539,140,618"
,Apr-13,"355,355,801"
,May-13,"388,925,042"
,Jun-13,"398,487,413"
,Jul-13,"348,862,805"
,Aug-13,"378,828,675"
,Sep-13,"364,070,358"
,Oct-13,"449,740,903"
,Nov-13,"481,719,415"
,Dec-13,"460,916,494"
,Jan-14,"420,136,787"
,Feb-14,"540,143,864"
,Mar-14,"528,429,608"
,Apr-14,"468,698,314"
,May-14,"493,443,747"
,Jun-14,"394,064,777"
,Jul-14,"410,082,915"
,Aug-14,"413,146,322"
,Sep-14,"416,056,337"
,Oct-14,"494,507,985"
,Nov-14,"556,130,702"
,Dec-14,"597,631,391"
,Jan-15,"519,494,009"
,Feb-15,"505,879,371"
,Mar-15,"596,455,580"
,Apr-15,"523,413,925"
,May-15,"508,947,907"
,Jun-15,"486,201,716"
,Jul-15,"468,550,122"
,Aug-15,"869,393,603"
,Sep-15,"655,672,960"
,Oct-15,"532,243,375"
,Nov-15,"720,615,439"
,Dec-15,"713,703,973"
,Jan-16,"621,132,436"
,Feb-16,"512,409,465"
,Mar-16,"601,633,625"
,Apr-16,"755,244,683"
,May-16,"716,025,138"
,Jun-16,"931,277,675"
,Jul-16,"1,075,411,769"
,Aug-16,"1,063,342,020"
,Sep-16,"980,970,885"
,Oct-16,"1,128,689,123"
,Nov-16,"1,013,301,387"
,Dec-16,"699,000,854"
,Jan-17,"647,794,088"
,Feb-17,"697,536,607"
,Mar-17,"712,909,795"
,Apr-17,"677,923,698"
,May-17,"787,502,316"
,Jun-17,"564,109,352"
,Jul-17,"526,919,745"
,Aug-17,"595,191,589"
,Sep-17,"625,311,865"
,Oct-17,"743,518,972"
,Nov-17,"796,498,988"
,Dec-17,"758,875,696"
,Jan-18,"616,745,564"
,Feb-18,"707,568,121"
,Mar-18,"784,212,174"
,Apr-18,"769,402,573"
,May-18,"923,934,075"
,Jun-18,"813,517,063"
,Jul-18,"800,273,600"
,Aug-18,"778,237,638"
,Sep-18,"912,775,189"
,Oct-18,"916,684,841"
,Nov-18,"845,470,786"
,Dec-18,"806,756,290"
,Jan-19,"690,592,383"
,Feb-19,"727,349,271"
,Mar-19,"1,029,150,816"
,Apr-19,"889,560,241"
,May-19,"879,314,469"
,Jun-19,"860,377,638"
,Jul-19,"801,803,082"
,Aug-19,"1,367,965,177"
,Sep-19,"820,134,892"
,Oct-19,"1,066,557,939"
,Nov-19,"811,529,163"
,Dec-19,"877,208,980"
,Jan-20,"877,459,667"
,Feb-20,"928,875,453"
,Mar-20,"1,057,732,017"
,Apr-20,"776,031,473"
,May-20,"670,221,755"
,Jun-20,"671,631,745"
,Jul-20,"772,233,809"
,Aug-20,"789,244,977"
,Sep-20,"811,649,646"
,Oct-20,"790,861,920"
,Nov-20,"818,392,779"
,Dec-20,"947,714,910"
,Jan-21,"882,034,096"
,Feb-21,"978,844,404"
,Mar-21,"998,029,288"
,Apr-21,"934,909,157"
,May-21,"1,078,470,098"
,Jun-21,"863,856,851"
,Jul-21,"908,522,285"
,Aug-21,"956,845,692"
,Sep-21,"674,919,073"
Wallis and Futuna,Jan-10,"53,863"
,Feb-10,"111,251"
,Mar-10,"11,487"
,Apr-10,
,May-10,"25,992"
,Jun-10,"220,829"
,Jul-10,
,Aug-10,"2,985"
,Sep-10,"40,634"
,Oct-10,"56,915"
,Nov-10,"231,041"
,Dec-10,"23,135"
,Jan-11,269
,Feb-11,
,Mar-11,
,Apr-11,"81,519"
,May-11,"21,132"
,Jun-11,"67,355"
,Jul-11,"14,249"
,Aug-11,"100,264"
,Sep-11,"21,132"
,Oct-11,"9,932"
,Nov-11,
,Dec-11,"23,045"
,Jan-12,"7,445"
,Feb-12,"18,491"
,Mar-12,"74,927"
,Apr-12,"60,021"
,May-12,"160,620"
,Jun-12,"19,218"
,Jul-12,"24,299"
,Aug-12,"100,940"
,Sep-12,"4,952"
,Oct-12,"4,945"
,Nov-12,"52,623"
,Dec-12,"73,759"
,Jan-13,"31,117"
,Feb-13,"37,128"
,Mar-13,"67,710"
,Apr-13,"33,641"
,May-13,"71,471"
,Jun-13,"71,399"
,Jul-13,"66,808"
,Aug-13,"34,487"
,Sep-13,"61,761"
,Oct-13,"42,034"
,Nov-13,"69,195"
,Dec-13,"50,784"
,Jan-14,"47,851"
