Standard Report - Exports,,
Current date: 11/13/2021 6:15 PM (Eastern Standard Time),,
District: All Districts,,
Commodity: All Commodities,,
Domestic/Foreign: Total Exports,,
,Measures,Value ($US)
Country,Time,
World Total,Jan-10,"92,600,632,335"
,Feb-10,"93,858,176,671"
,Mar-10,"110,510,205,728"
,Apr-10,"102,477,441,780"
,May-10,"105,463,276,426"
,Jun-10,"107,153,195,142"
,Jul-10,"104,051,184,420"
,Aug-10,"106,871,289,849"
,Sep-10,"107,683,145,137"
,Oct-10,"117,262,131,026"
,Nov-10,"113,116,960,191"
,Dec-10,"117,446,887,134"
,Jan-11,"110,183,369,864"
,Feb-11,"109,541,446,075"
,Mar-11,"131,725,758,836"
,Apr-11,"124,052,072,376"
,May-11,"124,235,660,516"
,Jun-11,"125,000,642,272"
,Jul-11,"120,262,112,698"
,Aug-11,"126,731,947,733"
,Sep-11,"127,032,073,622"
,Oct-11,"131,099,391,557"
,Nov-11,"125,752,046,666"
,Dec-11,"126,891,233,011"
,Jan-12,"117,838,628,660"
,Feb-12,"123,612,302,071"
,Mar-12,"140,219,065,283"
,Apr-12,"127,411,442,243"
,May-12,"131,233,078,684"
,Jun-12,"132,578,896,665"
,Jul-12,"121,408,136,228"
,Aug-12,"128,583,019,076"
,Sep-12,"128,259,972,496"
,Oct-12,"133,718,215,980"
,Nov-12,"130,204,374,852"
,Dec-12,"130,753,707,654"
,Jan-13,"123,031,879,061"
,Feb-13,"123,443,633,859"
,Mar-13,"136,642,157,119"
,Apr-13,"129,460,620,838"
,May-13,"132,968,704,067"
,Jun-13,"134,550,410,192"
,Jul-13,"127,280,872,192"
,Aug-13,"132,584,007,865"
,Sep-13,"128,377,555,440"
,Oct-13,"142,061,250,573"
,Nov-13,"136,200,329,241"
,Dec-13,"131,915,459,503"
,Jan-14,"126,619,205,952"
,Feb-14,"123,630,418,125"
,Mar-14,"142,289,932,238"
,Apr-14,"133,990,050,434"
,May-14,"138,181,984,632"
,Jun-14,"138,482,447,486"
,Jul-14,"133,326,645,853"
,Aug-14,"137,625,837,418"
,Sep-14,"133,668,613,617"
,Oct-14,"145,613,923,496"
,Nov-14,"134,722,680,199"
,Dec-14,"133,722,053,460"
,Jan-15,"120,872,356,631"
,Feb-15,"118,233,729,390"
,Mar-15,"133,668,763,292"
,Apr-15,"128,499,647,184"
,May-15,"128,206,276,150"
,Jun-15,"130,976,339,814"
,Jul-15,"124,242,885,351"
,Aug-15,"122,758,879,762"
,Sep-15,"124,915,079,917"
,Oct-15,"130,301,584,104"
,Nov-15,"120,541,147,016"
,Dec-15,"120,111,661,135"
,Jan-16,"107,960,297,514"
,Feb-16,"113,460,376,568"
,Mar-16,"125,527,112,645"
,Apr-16,"118,712,650,064"
,May-16,"119,616,271,973"
,Jun-16,"125,098,472,280"
,Jul-16,"115,804,981,247"
,Aug-16,"122,657,900,388"
,Sep-16,"124,482,746,613"
,Oct-16,"128,525,288,245"
,Nov-16,"122,999,230,526"
,Dec-16,"126,614,355,752"
,Jan-17,"117,528,021,490"
,Feb-17,"119,234,157,883"
,Mar-17,"135,977,029,327"
,Apr-17,"123,925,279,361"
,May-17,"127,881,134,259"
,Jun-17,"132,711,172,007"
,Jul-17,"122,201,654,171"
,Aug-17,"129,236,563,330"
,Sep-17,"130,342,867,951"
,Oct-17,"136,312,497,184"
,Nov-17,"135,681,546,685"
,Dec-17,"136,163,479,032"
,Jan-18,"125,038,459,633"
,Feb-18,"128,218,752,875"
,Mar-18,"149,561,831,850"
,Apr-18,"138,230,392,201"
,May-18,"145,527,656,000"
,Jun-18,"145,498,546,498"
,Jul-18,"133,808,243,514"
,Aug-18,"140,217,808,628"
,Sep-18,"139,388,908,592"
,Oct-18,"147,081,940,397"
,Nov-18,"139,278,205,587"
,Dec-18,"133,936,141,181"
,Jan-19,"129,662,002,619"
,Feb-19,"129,916,243,269"
,Mar-19,"148,306,005,640"
,Apr-19,"134,813,973,392"
,May-19,"142,240,654,365"
,Jun-19,"138,008,233,726"
,Jul-19,"133,201,267,861"
,Aug-19,"138,316,289,770"
,Sep-19,"134,043,112,749"
,Oct-19,"142,271,563,426"
,Nov-19,"136,819,657,451"
,Dec-19,"135,221,347,412"
,Jan-20,"128,766,924,154"
,Feb-20,"130,553,035,039"
,Mar-20,"132,921,240,253"
,Apr-20,"94,470,858,581"
,May-20,"90,738,332,613"
,Jun-20,"104,668,632,156"
,Jul-20,"112,710,817,262"
,Aug-20,"117,833,319,174"
,Sep-20,"121,115,426,892"
,Oct-20,"132,348,265,602"
,Nov-20,"126,614,433,380"
,Dec-20,"132,193,634,027"
,Jan-21,"127,638,340,222"
,Feb-21,"123,936,602,605"
,Mar-21,"151,599,504,243"
,Apr-21,"144,376,068,072"
,May-21,"144,725,288,787"
,Jun-21,"147,680,557,069"
,Jul-21,"144,109,751,058"
,Aug-21,"148,099,485,748"
,Sep-21,"141,829,630,082"
Afghanistan,Jan-10,"262,013,646"
,Feb-10,"153,682,069"
,Mar-10,"179,680,931"
,Apr-10,"202,533,303"
,May-10,"175,257,402"
,Jun-10,"152,032,286"
,Jul-10,"172,630,230"
,Aug-10,"158,754,497"
,Sep-10,"199,859,665"
,Oct-10,"183,031,704"
,Nov-10,"155,862,113"
,Dec-10,"156,062,948"
,Jan-11,"101,747,666"
,Feb-11,"184,021,064"
,Mar-11,"218,426,512"
,Apr-11,"211,753,646"
,May-11,"290,890,965"
,Jun-11,"225,484,722"
,Jul-11,"239,953,004"
,Aug-11,"240,205,755"
,Sep-11,"284,920,385"
,Oct-11,"394,648,122"
,Nov-11,"274,271,334"
,Dec-11,"255,538,603"
,Jan-12,"165,061,909"
,Feb-12,"119,803,970"
,Mar-12,"142,229,076"
,Apr-12,"114,406,721"
,May-12,"126,035,984"
,Jun-12,"113,713,973"
,Jul-12,"109,883,985"
,Aug-12,"113,141,598"
,Sep-12,"127,202,617"
,Oct-12,"110,240,367"
,Nov-12,"148,531,656"
,Dec-12,"131,303,538"
,Jan-13,"113,915,036"
,Feb-13,"103,183,580"
,Mar-13,"93,015,065"
,Apr-13,"94,066,704"
,May-13,"138,922,604"
,Jun-13,"156,863,024"
,Jul-13,"113,432,158"
,Aug-13,"126,192,953"
,Sep-13,"112,988,085"
,Oct-13,"143,249,659"
,Nov-13,"131,072,706"
,Dec-13,"83,214,646"
,Jan-14,"85,549,891"
,Feb-14,"75,519,453"
,Mar-14,"93,979,426"
,Apr-14,"95,606,740"
,May-14,"56,866,740"
,Jun-14,"61,467,220"
,Jul-14,"61,912,927"
,Aug-14,"62,339,224"
,Sep-14,"57,280,954"
,Oct-14,"55,912,860"
,Nov-14,"50,915,784"
,Dec-14,"55,369,730"
,Jan-15,"31,234,295"
,Feb-15,"37,258,645"
,Mar-15,"88,786,227"
,Apr-15,"39,725,459"
,May-15,"29,170,536"
,Jun-15,"37,764,776"
,Jul-15,"26,732,565"
,Aug-15,"29,491,959"
,Sep-15,"30,605,221"
,Oct-15,"89,580,708"
,Nov-15,"21,834,409"
,Dec-15,"16,526,724"
,Jan-16,"174,149,992"
,Feb-16,"22,687,231"
,Mar-16,"88,497,655"
,Apr-16,"48,137,822"
,May-16,"116,862,139"
,Jun-16,"54,868,991"
,Jul-16,"66,566,079"
,Aug-16,"47,919,279"
,Sep-16,"23,436,296"
,Oct-16,"78,170,604"
,Nov-16,"142,854,024"
,Dec-16,"49,724,239"
,Jan-17,"26,716,225"
,Feb-17,"77,060,907"
,Mar-17,"38,976,635"
,Apr-17,"142,041,049"
,May-17,"41,358,090"
,Jun-17,"59,069,779"
,Jul-17,"246,353,544"
,Aug-17,"67,189,171"
,Sep-17,"104,029,661"
,Oct-17,"23,295,134"
,Nov-17,"82,151,699"
,Dec-17,"33,990,137"
,Jan-18,"38,624,557"
,Feb-18,"84,951,583"
,Mar-18,"185,040,079"
,Apr-18,"77,188,985"
,May-18,"154,642,007"
,Jun-18,"127,036,912"
,Jul-18,"124,762,078"
,Aug-18,"78,053,173"
,Sep-18,"65,711,542"
,Oct-18,"139,512,517"
,Nov-18,"91,035,207"
,Dec-18,"60,845,792"
,Jan-19,"60,415,467"
,Feb-19,"53,989,267"
,Mar-19,"97,446,322"
,Apr-19,"92,780,660"
,May-19,"33,811,654"
,Jun-19,"64,503,154"
,Jul-19,"52,708,976"
,Aug-19,"36,058,417"
,Sep-19,"52,771,743"
,Oct-19,"61,334,603"
,Nov-19,"58,477,938"
,Dec-19,"93,470,958"
,Jan-20,"57,953,695"
,Feb-20,"83,459,551"
,Mar-20,"40,425,845"
,Apr-20,"60,723,169"
,May-20,"47,650,228"
,Jun-20,"79,787,237"
,Jul-20,"45,685,619"
,Aug-20,"99,395,538"
,Sep-20,"48,159,560"
,Oct-20,"46,292,312"
,Nov-20,"35,498,073"
,Dec-20,"25,631,848"
,Jan-21,"15,449,066"
,Feb-21,"129,112,295"
,Mar-21,"50,338,671"
,Apr-21,"16,866,320"
,May-21,"14,180,504"
,Jun-21,"5,062,199"
,Jul-21,"8,669,479"
,Aug-21,"2,792,290"
,Sep-21,"469,229"
Albania,Jan-10,"1,828,489"
,Feb-10,"3,149,945"
,Mar-10,"3,542,169"
,Apr-10,"5,479,692"
,May-10,"7,636,911"
,Jun-10,"7,017,096"
,Jul-10,"2,530,706"
,Aug-10,"1,893,654"
,Sep-10,"2,372,596"
,Oct-10,"3,903,099"
,Nov-10,"3,320,616"
,Dec-10,"3,757,377"
,Jan-11,"3,989,098"
,Feb-11,"2,784,725"
,Mar-11,"3,643,033"
,Apr-11,"3,243,518"
,May-11,"3,982,398"
,Jun-11,"7,533,613"
,Jul-11,"3,760,293"
,Aug-11,"3,002,618"
,Sep-11,"2,571,389"
,Oct-11,"4,048,137"
,Nov-11,"3,957,322"
,Dec-11,"5,046,018"
,Jan-12,"2,399,957"
,Feb-12,"2,919,383"
,Mar-12,"3,552,899"
,Apr-12,"4,126,470"
,May-12,"6,700,259"
,Jun-12,"6,532,923"
,Jul-12,"3,930,584"
,Aug-12,"4,511,360"
,Sep-12,"3,554,244"
,Oct-12,"5,777,256"
,Nov-12,"5,702,829"
,Dec-12,"4,374,126"
,Jan-13,"3,726,978"
,Feb-13,"6,870,659"
,Mar-13,"5,077,631"
,Apr-13,"5,829,262"
,May-13,"7,505,281"
,Jun-13,"5,982,718"
,Jul-13,"13,396,084"
,Aug-13,"3,188,623"
,Sep-13,"4,002,131"
,Oct-13,"3,900,676"
,Nov-13,"4,595,004"
,Dec-13,"10,289,778"
,Jan-14,"2,817,333"
,Feb-14,"4,273,099"
,Mar-14,"4,825,284"
,Apr-14,"6,038,541"
,May-14,"4,935,983"
,Jun-14,"3,768,114"
,Jul-14,"6,136,979"
,Aug-14,"4,273,958"
,Sep-14,"1,930,236"
,Oct-14,"2,837,229"
,Nov-14,"4,955,085"
,Dec-14,"4,464,980"
,Jan-15,"2,093,928"
,Feb-15,"2,210,894"
,Mar-15,"3,835,992"
,Apr-15,"4,084,614"
,May-15,"3,096,707"
,Jun-15,"3,221,386"
,Jul-15,"2,078,808"
,Aug-15,"2,241,252"
,Sep-15,"1,903,339"
,Oct-15,"2,009,254"
,Nov-15,"1,809,729"
,Dec-15,"2,311,762"
,Jan-16,"1,736,416"
,Feb-16,"3,429,357"
,Mar-16,"3,198,063"
,Apr-16,"3,444,828"
,May-16,"9,525,669"
,Jun-16,"5,589,270"
,Jul-16,"3,848,630"
,Aug-16,"5,391,733"
,Sep-16,"3,110,767"
,Oct-16,"3,603,363"
,Nov-16,"4,210,043"
,Dec-16,"3,205,276"
,Jan-17,"3,024,330"
,Feb-17,"3,946,890"
,Mar-17,"4,200,007"
,Apr-17,"6,995,374"
,May-17,"5,693,300"
,Jun-17,"4,765,195"
,Jul-17,"4,009,022"
,Aug-17,"4,939,889"
,Sep-17,"3,465,072"
,Oct-17,"5,514,416"
,Nov-17,"4,595,255"
,Dec-17,"10,938,208"
,Jan-18,"3,085,093"
,Feb-18,"7,320,681"
,Mar-18,"6,452,673"
,Apr-18,"4,693,997"
,May-18,"5,001,788"
,Jun-18,"6,554,051"
,Jul-18,"4,881,596"
,Aug-18,"3,987,349"
,Sep-18,"3,471,304"
,Oct-18,"3,489,021"
,Nov-18,"6,372,135"
,Dec-18,"3,890,435"
,Jan-19,"4,235,102"
,Feb-19,"4,694,503"
,Mar-19,"4,742,575"
,Apr-19,"6,451,009"
,May-19,"9,116,453"
,Jun-19,"7,832,568"
,Jul-19,"5,104,141"
,Aug-19,"22,138,132"
,Sep-19,"3,480,422"
,Oct-19,"5,605,086"
,Nov-19,"7,912,681"
,Dec-19,"4,945,910"
,Jan-20,"5,898,661"
,Feb-20,"4,032,430"
,Mar-20,"6,540,320"
,Apr-20,"3,555,566"
,May-20,"4,069,120"
,Jun-20,"5,170,431"
,Jul-20,"3,926,581"
,Aug-20,"3,769,102"
,Sep-20,"6,114,889"
,Oct-20,"4,987,242"
,Nov-20,"4,351,515"
,Dec-20,"4,691,212"
,Jan-21,"5,010,612"
,Feb-21,"10,364,079"
,Mar-21,"8,030,978"
,Apr-21,"9,641,997"
,May-21,"11,128,543"
,Jun-21,"14,922,983"
,Jul-21,"10,156,099"
,Aug-21,"7,214,380"
,Sep-21,"4,279,437"
Algeria,Jan-10,"85,112,900"
,Feb-10,"52,601,794"
,Mar-10,"104,552,887"
,Apr-10,"55,969,198"
,May-10,"91,083,259"
,Jun-10,"122,363,446"
,Jul-10,"91,093,211"
,Aug-10,"112,493,361"
,Sep-10,"130,764,708"
,Oct-10,"149,741,448"
,Nov-10,"130,977,577"
,Dec-10,"67,571,657"
,Jan-11,"73,559,376"
,Feb-11,"103,340,916"
,Mar-11,"148,346,385"
,Apr-11,"256,294,494"
,May-11,"125,173,944"
,Jun-11,"133,722,149"
,Jul-11,"100,565,856"
,Aug-11,"181,208,961"
,Sep-11,"206,400,742"
,Oct-11,"81,454,058"
,Nov-11,"65,013,245"
,Dec-11,"121,895,009"
,Jan-12,"65,734,774"
,Feb-12,"110,374,372"
,Mar-12,"129,916,598"
,Apr-12,"83,414,119"
,May-12,"262,524,715"
,Jun-12,"116,482,030"
,Jul-12,"111,235,638"
,Aug-12,"122,713,393"
,Sep-12,"53,116,555"
,Oct-12,"74,603,066"
,Nov-12,"113,295,650"
,Dec-12,"119,752,483"
,Jan-13,"167,219,745"
,Feb-13,"122,380,695"
,Mar-13,"191,302,264"
,Apr-13,"140,092,204"
,May-13,"251,863,115"
,Jun-13,"268,502,217"
,Jul-13,"118,359,930"
,Aug-13,"170,473,810"
,Sep-13,"75,339,606"
,Oct-13,"143,146,120"
,Nov-13,"88,662,818"
,Dec-13,"111,361,397"
,Jan-14,"349,584,541"
,Feb-14,"207,202,647"
,Mar-14,"208,261,342"
,Apr-14,"288,293,823"
,May-14,"183,530,400"
,Jun-14,"79,706,520"
,Jul-14,"188,517,454"
,Aug-14,"265,026,913"
,Sep-14,"162,746,430"
,Oct-14,"200,113,135"
,Nov-14,"262,231,956"
,Dec-14,"221,707,268"
,Jan-15,"148,801,495"
,Feb-15,"102,888,388"
,Mar-15,"151,552,091"
,Apr-15,"103,750,966"
,May-15,"141,027,690"
,Jun-15,"169,302,090"
,Jul-15,"212,357,883"
,Aug-15,"101,042,278"
,Sep-15,"244,154,912"
,Oct-15,"148,642,519"
,Nov-15,"193,639,872"
,Dec-15,"158,572,585"
,Jan-16,"110,650,323"
,Feb-16,"285,714,807"
,Mar-16,"52,805,752"
,Apr-16,"138,178,998"
,May-16,"330,742,076"
,Jun-16,"155,143,991"
,Jul-16,"167,080,569"
,Aug-16,"191,408,029"
,Sep-16,"149,056,049"
,Oct-16,"252,515,606"
,Nov-16,"142,726,722"
,Dec-16,"215,238,703"
,Jan-17,"49,928,940"
,Feb-17,"91,809,233"
,Mar-17,"119,964,041"
,Apr-17,"130,791,418"
,May-17,"159,018,002"
,Jun-17,"91,823,174"
,Jul-17,"77,988,503"
,Aug-17,"53,161,357"
,Sep-17,"63,498,497"
,Oct-17,"72,530,761"
,Nov-17,"61,090,481"
,Dec-17,"90,747,686"
,Jan-18,"40,349,752"
,Feb-18,"72,725,756"
,Mar-18,"94,257,205"
,Apr-18,"80,096,676"
,May-18,"80,030,772"
,Jun-18,"161,436,302"
,Jul-18,"50,690,711"
,Aug-18,"34,686,336"
,Sep-18,"160,440,899"
,Oct-18,"181,671,345"
,Nov-18,"156,608,612"
,Dec-18,"148,040,047"
,Jan-19,"32,671,090"
,Feb-19,"51,162,771"
,Mar-19,"91,307,965"
,Apr-19,"52,724,410"
,May-19,"141,292,676"
,Jun-19,"122,467,553"
,Jul-19,"150,684,082"
,Aug-19,"100,195,440"
,Sep-19,"30,662,509"
,Oct-19,"47,022,715"
,Nov-19,"85,369,576"
,Dec-19,"94,907,172"
,Jan-20,"74,422,178"
,Feb-20,"37,241,955"
,Mar-20,"86,988,621"
,Apr-20,"65,314,476"
,May-20,"70,497,751"
,Jun-20,"51,792,004"
,Jul-20,"54,394,637"
,Aug-20,"72,395,731"
,Sep-20,"88,820,175"
,Oct-20,"33,838,618"
,Nov-20,"56,008,550"
,Dec-20,"33,477,898"
,Jan-21,"95,459,006"
,Feb-21,"84,800,317"
,Mar-21,"77,327,987"
,Apr-21,"48,444,467"
,May-21,"72,989,195"
,Jun-21,"76,104,726"
,Jul-21,"33,643,911"
,Aug-21,"38,966,197"
,Sep-21,"49,514,846"
Andorra,Jan-10,"115,158"
,Feb-10,"338,223"
,Mar-10,"1,006,187"
,Apr-10,"1,281,155"
,May-10,"510,049"
,Jun-10,"986,853"
,Jul-10,"885,210"
,Aug-10,"57,576"
,Sep-10,"340,388"
,Oct-10,"1,463,663"
,Nov-10,"404,358"
,Dec-10,"293,260"
,Jan-11,"66,727"
,Feb-11,"782,210"
,Mar-11,"822,978"
,Apr-11,"866,506"
,May-11,"588,740"
,Jun-11,"233,258"
,Jul-11,"554,165"
,Aug-11,"393,586"
,Sep-11,"415,596"
,Oct-11,"48,650"
,Nov-11,"297,157"
,Dec-11,"91,699"
,Jan-12,"122,668"
,Feb-12,"166,921"
,Mar-12,"218,021"
,Apr-12,"131,686"
,May-12,"187,612"
,Jun-12,"584,471"
,Jul-12,"271,752"
,Aug-12,"68,590"
,Sep-12,"134,748"
,Oct-12,"113,400"
,Nov-12,"213,145"
,Dec-12,"25,353"
,Jan-13,"155,372"
,Feb-13,"96,144"
,Mar-13,"412,079"
,Apr-13,"391,031"
,May-13,"1,387,830"
,Jun-13,"125,644"
,Jul-13,"778,555"
,Aug-13,"532,160"
,Sep-13,"705,076"
,Oct-13,"447,621"
,Nov-13,"224,156"
,Dec-13,"541,239"
,Jan-14,"471,359"
,Feb-14,"322,711"
,Mar-14,"187,841"
,Apr-14,"254,972"
,May-14,"392,905"
,Jun-14,"366,870"
,Jul-14,"118,841"
,Aug-14,"386,094"
,Sep-14,"626,686"
,Oct-14,"225,401"
,Nov-14,"178,625"
,Dec-14,"257,128"
,Jan-15,"92,235"
,Feb-15,"347,733"
,Mar-15,"183,636"
,Apr-15,"245,464"
,May-15,"102,130"
,Jun-15,"165,087"
,Jul-15,"95,778"
,Aug-15,"100,264"
,Sep-15,"288,686"
,Oct-15,"419,419"
,Nov-15,"389,285"
,Dec-15,"907,100"
,Jan-16,"695,077"
,Feb-16,"110,546"
,Mar-16,"527,495"
,Apr-16,"228,854"
,May-16,"160,834"
,Jun-16,"187,663"
,Jul-16,"185,697"
,Aug-16,"164,252"
,Sep-16,"151,042"
,Oct-16,"87,982"
,Nov-16,"125,559"
,Dec-16,"205,267"
,Jan-17,"421,211"
,Feb-17,"633,296"
,Mar-17,"236,694"
,Apr-17,"167,562"
,May-17,"131,663"
,Jun-17,"190,980"
,Jul-17,"459,027"
,Aug-17,"155,631"
,Sep-17,"351,256"
,Oct-17,"206,732"
,Nov-17,"168,550"
,Dec-17,"162,565"
,Jan-18,"73,924"
,Feb-18,"299,989"
,Mar-18,"188,959"
,Apr-18,"330,177"
,May-18,"290,289"
,Jun-18,"456,011"
,Jul-18,"256,663"
,Aug-18,"175,516"
,Sep-18,"129,645"
,Oct-18,"206,892"
,Nov-18,"399,678"
,Dec-18,"258,019"
,Jan-19,"281,782"
,Feb-19,"273,624"
,Mar-19,"261,941"
,Apr-19,"91,338"
,May-19,"481,404"
,Jun-19,"352,395"
,Jul-19,"185,017"
,Aug-19,"183,377"
,Sep-19,"342,500"
,Oct-19,"455,169"
,Nov-19,"241,753"
,Dec-19,"200,086"
,Jan-20,"392,320"
,Feb-20,"936,877"
,Mar-20,"681,864"
,Apr-20,"29,242"
,May-20,"359,142"
,Jun-20,"138,002"
,Jul-20,"269,867"
,Aug-20,"241,026"
,Sep-20,"330,564"
,Oct-20,"75,544"
,Nov-20,"48,075"
,Dec-20,"181,558"
,Jan-21,"170,371"
,Feb-21,"262,826"
,Mar-21,"51,026"
,Apr-21,"525,811"
,May-21,"753,830"
,Jun-21,"270,769"
,Jul-21,"292,143"
,Aug-21,"1,251,744"
,Sep-21,"243,564"
Angola,Jan-10,"64,833,947"
,Feb-10,"87,550,657"
,Mar-10,"114,683,928"
,Apr-10,"112,601,727"
,May-10,"102,582,513"
,Jun-10,"87,056,316"
,Jul-10,"97,315,429"
,Aug-10,"114,357,453"
,Sep-10,"112,880,327"
,Oct-10,"81,113,487"
,Nov-10,"119,373,115"
,Dec-10,"199,142,048"
,Jan-11,"106,071,011"
,Feb-11,"76,061,799"
,Mar-11,"72,548,745"
,Apr-11,"112,520,353"
,May-11,"96,237,232"
,Jun-11,"228,728,832"
,Jul-11,"242,336,802"
,Aug-11,"116,389,463"
,Sep-11,"82,586,866"
,Oct-11,"163,052,828"
,Nov-11,"80,711,442"
,Dec-11,"125,977,176"
,Jan-12,"125,376,395"
,Feb-12,"97,969,888"
,Mar-12,"200,435,674"
,Apr-12,"95,749,601"
,May-12,"140,842,444"
,Jun-12,"128,384,730"
,Jul-12,"82,223,897"
,Aug-12,"176,009,449"
,Sep-12,"92,858,953"
,Oct-12,"118,747,168"
,Nov-12,"117,800,540"
,Dec-12,"114,180,725"
,Jan-13,"131,118,259"
,Feb-13,"71,932,282"
,Mar-13,"106,531,955"
,Apr-13,"94,647,119"
,May-13,"104,456,209"
,Jun-13,"139,606,610"
,Jul-13,"121,811,358"
,Aug-13,"108,058,220"
,Sep-13,"102,107,338"
,Oct-13,"156,351,425"
,Nov-13,"156,702,261"
,Dec-13,"150,072,488"
,Jan-14,"110,206,323"
,Feb-14,"170,466,844"
,Mar-14,"121,305,309"
,Apr-14,"152,879,005"
,May-14,"227,698,299"
,Jun-14,"324,348,182"
,Jul-14,"143,426,791"
,Aug-14,"217,583,684"
,Sep-14,"154,867,207"
,Oct-14,"133,279,630"
,Nov-14,"150,495,370"
,Dec-14,"132,710,466"
,Jan-15,"80,047,838"
,Feb-15,"115,111,795"
,Mar-15,"99,466,251"
,Apr-15,"140,204,056"
,May-15,"123,133,611"
,Jun-15,"104,178,139"
,Jul-15,"104,233,966"
,Aug-15,"96,502,659"
,Sep-15,"104,121,140"
,Oct-15,"76,733,903"
,Nov-15,"84,859,262"
,Dec-15,"37,502,187"
,Jan-16,"191,637,330"
,Feb-16,"65,957,183"
,Mar-16,"84,976,002"
,Apr-16,"226,418,833"
,May-16,"40,956,921"
,Jun-16,"55,435,792"
,Jul-16,"47,750,051"
,Aug-16,"46,756,814"
,Sep-16,"240,394,326"
,Oct-16,"96,679,299"
,Nov-16,"94,326,697"
,Dec-16,"58,468,936"
,Jan-17,"27,779,424"
,Feb-17,"28,849,677"
,Mar-17,"48,732,098"
,Apr-17,"95,086,758"
,May-17,"123,256,809"
,Jun-17,"65,666,823"
,Jul-17,"89,931,432"
,Aug-17,"87,556,163"
,Sep-17,"94,483,803"
,Oct-17,"84,915,975"
,Nov-17,"24,594,583"
,Dec-17,"38,639,942"
,Jan-18,"35,200,475"
,Feb-18,"23,328,818"
,Mar-18,"50,127,258"
,Apr-18,"49,616,612"
,May-18,"49,629,582"
,Jun-18,"46,160,774"
,Jul-18,"41,719,237"
,Aug-18,"48,018,848"
,Sep-18,"65,012,664"
,Oct-18,"39,932,608"
,Nov-18,"39,852,063"
,Dec-18,"36,391,618"
,Jan-19,"31,092,836"
,Feb-19,"39,796,581"
,Mar-19,"46,078,518"
,Apr-19,"32,024,302"
,May-19,"42,595,109"
,Jun-19,"47,657,193"
,Jul-19,"47,539,433"
,Aug-19,"64,905,950"
,Sep-19,"47,720,598"
,Oct-19,"42,626,214"
,Nov-19,"44,885,220"
,Dec-19,"47,776,220"
,Jan-20,"35,235,693"
,Feb-20,"35,721,799"
,Mar-20,"34,832,026"
,Apr-20,"43,616,134"
,May-20,"43,882,211"
,Jun-20,"27,188,806"
,Jul-20,"21,176,160"
,Aug-20,"34,214,529"
,Sep-20,"67,438,851"
,Oct-20,"67,355,134"
,Nov-20,"34,545,644"
,Dec-20,"24,780,666"
,Jan-21,"29,835,668"
,Feb-21,"27,992,183"
,Mar-21,"37,222,434"
,Apr-21,"24,095,092"
,May-21,"25,801,060"
,Jun-21,"36,505,978"
,Jul-21,"31,447,136"
,Aug-21,"47,681,634"
,Sep-21,"36,156,380"
Anguilla,Jan-10,"2,660,965"
,Feb-10,"1,982,712"
,Mar-10,"1,853,752"
,Apr-10,"3,966,128"
,May-10,"4,110,676"
,Jun-10,"2,533,577"
,Jul-10,"3,600,848"
,Aug-10,"3,698,728"
,Sep-10,"2,090,103"
,Oct-10,"2,495,118"
,Nov-10,"3,678,029"
,Dec-10,"2,905,322"
,Jan-11,"2,036,084"
,Feb-11,"1,669,774"
,Mar-11,"2,605,555"
,Apr-11,"2,471,708"
,May-11,"2,298,673"
,Jun-11,"3,421,553"
,Jul-11,"2,374,317"
,Aug-11,"1,666,624"
,Sep-11,"2,444,842"
,Oct-11,"3,790,769"
,Nov-11,"3,189,216"
,Dec-11,"3,224,421"
,Jan-12,"2,458,063"
,Feb-12,"1,314,858"
,Mar-12,"2,608,160"
,Apr-12,"2,029,325"
,May-12,"1,789,608"
,Jun-12,"1,934,451"
,Jul-12,"1,733,713"
,Aug-12,"2,100,642"
,Sep-12,"2,202,341"
,Oct-12,"2,773,528"
,Nov-12,"3,354,124"
,Dec-12,"3,110,231"
,Jan-13,"1,975,878"
,Feb-13,"3,045,923"
,Mar-13,"2,767,553"
,Apr-13,"2,960,655"
,May-13,"2,545,266"
,Jun-13,"2,235,140"
,Jul-13,"2,175,612"
,Aug-13,"2,370,242"
,Sep-13,"2,258,782"
,Oct-13,"2,608,264"
,Nov-13,"3,098,949"
,Dec-13,"2,995,248"
,Jan-14,"2,897,872"
,Feb-14,"2,770,356"
,Mar-14,"3,543,681"
,Apr-14,"2,954,962"
,May-14,"3,304,618"
,Jun-14,"3,741,374"
,Jul-14,"4,250,551"
,Aug-14,"4,261,345"
,Sep-14,"3,099,623"
,Oct-14,"9,139,996"
,Nov-14,"7,444,915"
,Dec-14,"10,975,882"
,Jan-15,"2,528,671"
,Feb-15,"3,472,680"
,Mar-15,"3,449,918"
,Apr-15,"3,484,228"
,May-15,"3,742,587"
,Jun-15,"3,494,243"
,Jul-15,"3,740,970"
,Aug-15,"4,259,663"
,Sep-15,"3,743,994"
,Oct-15,"6,168,638"
,Nov-15,"5,156,508"
,Dec-15,"4,360,533"
,Jan-16,"3,095,230"
,Feb-16,"3,064,195"
,Mar-16,"3,411,706"
,Apr-16,"2,486,223"
,May-16,"2,013,411"
,Jun-16,"2,961,297"
,Jul-16,"3,263,184"
,Aug-16,"2,428,170"
,Sep-16,"5,482,611"
,Oct-16,"4,148,516"
,Nov-16,"6,015,111"
,Dec-16,"4,526,979"
,Jan-17,"2,989,873"
,Feb-17,"2,915,764"
,Mar-17,"3,588,847"
,Apr-17,"5,906,069"
